,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
1600,-116.97,33.78,24,2680,606.0,1728,527,2.535,INLAND,74800
1601,-122.08,37.36,31,2717,376.0,1001,381,9.281,NEAR BAY,500001
1602,-119.62,36.59,17,2287,390.0,1330,393,4.0197,INLAND,88000
1603,-121.44,38.61,41,1404,313.0,765,330,1.8792,INLAND,63300
1604,-118.29,34.07,19,3013,1118.0,2465,1008,2.5386,<1H OCEAN,290600
1605,-118.19,34.08,35,1554,381.0,1487,374,1.9038,<1H OCEAN,139500
1606,-118.37,34.16,11,2901,871.0,1659,789,3.1106,<1H OCEAN,209400
1607,-122.5,37.76,52,2018,422.0,1142,463,3.7083,NEAR OCEAN,307700
1608,-117.62,34.02,9,4265,587.0,2280,589,5.5632,INLAND,195100
1609,-118.28,34.08,52,2465,773.0,2328,746,2.6178,<1H OCEAN,203100
1610,-122.45,38.51,18,1297,337.0,610,312,1.9441,INLAND,184400
1611,-122.2,37.78,39,1752,399.0,1071,376,3.1167,NEAR BAY,121600
1612,-122.03,37.36,16,2697,803.0,1369,723,4.4699,<1H OCEAN,367400
1613,-117.0,32.72,10,3817,943.0,2352,875,2.1362,NEAR OCEAN,143200
1614,-118.2,33.82,43,1758,347.0,954,312,5.2606,NEAR OCEAN,198900
1615,-122.27,40.53,17,2255,416.0,1171,411,2.875,INLAND,129800
1616,-122.12,38.01,50,1738,355.0,837,363,3.609,NEAR BAY,135700
1617,-118.44,34.04,49,32,7.0,14,7,2.1875,<1H OCEAN,225000
1618,-122.18,37.7,36,2639,533.0,1209,519,4.0268,NEAR BAY,205500
1619,-121.92,36.57,42,3944,738.0,1374,598,4.174,NEAR OCEAN,394400
1620,-118.46,34.07,42,2564,460.0,913,414,9.2225,<1H OCEAN,500001
1621,-121.74,36.92,14,3355,695.0,1350,697,2.6506,<1H OCEAN,164600
1622,-119.02,35.41,31,2348,701.0,1413,611,1.3222,INLAND,51400
1623,-117.06,32.6,33,905,205.0,989,222,2.7014,NEAR OCEAN,108200
1624,-120.99,37.68,30,1975,375.0,732,326,2.6932,INLAND,94900
1625,-121.4,38.62,28,3671,886.0,1733,820,2.2292,INLAND,113200
1626,-122.28,37.54,37,991,180.0,463,177,5.1701,NEAR OCEAN,294200
1627,-116.88,34.24,13,4137,796.0,573,218,4.6394,INLAND,226500
1628,-121.9,37.28,34,4613,749.0,2050,725,5.3922,<1H OCEAN,302900
1629,-121.74,36.79,16,3841,620.0,1799,611,4.3814,<1H OCEAN,245300
1630,-118.19,34.12,41,2591,682.0,2366,583,2.3071,<1H OCEAN,146400
1631,-121.21,37.8,33,1862,429.0,971,389,2.6053,INLAND,99200
1632,-116.88,32.86,9,3049,471.0,1527,515,5.0733,<1H OCEAN,196600
1633,-121.95,38.03,5,5526,431.5,3207,1012,4.0767,INLAND,143100
1634,-121.21,38.66,15,6940,1019.0,2829,990,5.4889,INLAND,232300
1635,-120.96,37.64,41,1467,328.0,673,310,2.7917,INLAND,90700
1636,-118.41,34.03,33,1730,386.0,994,363,3.7277,<1H OCEAN,500001
1637,-119.79,36.76,52,2408,498.0,1361,465,2.1055,INLAND,61300
1638,-119.22,34.26,16,2596,625.0,1403,562,3.4018,NEAR OCEAN,145200
1639,-118.21,33.97,52,4220,908.0,3731,892,3.1901,<1H OCEAN,167600
1640,-118.38,33.86,12,4235,735.0,1798,683,6.4242,<1H OCEAN,365500
1641,-117.92,33.75,23,893,223.0,1149,216,2.6442,<1H OCEAN,156300
1642,-117.32,34.09,30,1129,251.0,1034,237,2.3917,INLAND,78600
1643,-118.2,33.99,35,1608,465.0,2140,488,3.1979,<1H OCEAN,154700
1644,-121.73,37.71,12,5608,1049.0,2595,1067,3.9864,INLAND,200200
1645,-115.39,32.76,16,1136,196.0,481,185,6.2558,INLAND,146300
1646,-118.23,34.18,43,1708,280.0,768,276,6.207,<1H OCEAN,457400
1647,-118.03,33.95,37,1772,321.0,934,326,4.1471,<1H OCEAN,177800
1648,-121.51,38.57,36,613,166.0,425,147,2.2031,INLAND,93800
1649,-117.1,32.67,15,1635,553.0,1347,597,1.2745,NEAR OCEAN,92900
1650,-118.44,34.29,32,1260,382.0,1434,342,2.0286,<1H OCEAN,122900
1651,-117.89,33.88,33,1582,256.0,771,240,5.3836,<1H OCEAN,229600
1652,-117.99,33.89,21,5195,1020.0,2539,988,4.5033,<1H OCEAN,160500
1653,-121.92,37.68,23,1655,223.0,706,219,7.2211,<1H OCEAN,291900
1654,-117.23,32.79,23,2578,665.0,989,622,3.5484,NEAR OCEAN,238000
1655,-121.99,36.99,16,1592,369.0,1039,351,3.6364,NEAR OCEAN,207000
1656,-122.42,37.79,48,4506,1342.0,1980,1239,4.0156,NEAR BAY,500001
1657,-121.99,37.81,17,465,83.0,146,75,4.9018,<1H OCEAN,188500
1658,-122.29,37.54,41,1743,349.0,811,349,4.9464,NEAR OCEAN,282400
1659,-118.02,33.8,16,2956,393.0,1379,429,8.4952,<1H OCEAN,359600
1660,-119.67,37.27,13,5087,981.0,2284,913,2.7413,INLAND,123100
1661,-118.33,34.01,44,1762,463.0,786,445,1.9231,<1H OCEAN,188500
1662,-117.81,33.88,19,2265,283.0,904,279,9.2327,<1H OCEAN,461300
1663,-121.91,37.32,42,1067,256.0,608,280,3.0096,<1H OCEAN,180800
1664,-122.09,37.4,26,3218,1021.0,2087,964,3.2875,NEAR BAY,182700
1665,-121.43,37.73,40,1718,391.0,1312,388,2.9955,INLAND,134700
1666,-117.22,33.8,3,5284,920.0,2703,729,4.0717,INLAND,126500
1667,-116.61,33.93,35,321,71.0,157,61,2.8056,INLAND,68100
1668,-118.0,33.85,33,2053,418.0,1154,405,4.0455,<1H OCEAN,197200
1669,-117.12,32.9,14,3249,937.0,1929,838,2.8588,<1H OCEAN,92500
1670,-121.23,40.29,21,3229,667.0,1501,582,2.1524,INLAND,77100
1671,-122.0,37.34,27,1716,290.0,817,301,5.9158,<1H OCEAN,343100
1672,-119.03,36.08,19,2471,431.0,1040,426,3.25,INLAND,80600
1673,-122.86,38.1,44,2602,509.0,691,343,4.3125,NEAR OCEAN,261500
1674,-118.27,33.95,39,1529,358.0,1154,357,1.2091,<1H OCEAN,97900
1675,-123.21,39.14,39,1419,262.0,661,278,3.0,<1H OCEAN,114600
1676,-121.9,36.58,31,1431,431.5,704,393,3.1977,NEAR OCEAN,289300
1677,-117.87,33.76,6,2992,1194.0,3800,1130,2.246,<1H OCEAN,183300
1678,-122.08,37.39,46,1115,248.0,543,248,3.2083,NEAR BAY,334300
1679,-118.3,33.73,47,2852,603.0,1130,560,4.194,NEAR OCEAN,293900
1680,-118.57,34.2,33,1759,311.0,943,315,5.223,<1H OCEAN,209200
1681,-122.53,37.97,44,3595,953.0,1831,910,2.6036,NEAR BAY,287500
1682,-121.27,38.75,43,1292,307.0,647,249,2.7188,INLAND,85300
1683,-122.29,37.82,2,158,43.0,94,57,2.5625,NEAR BAY,60000
1684,-120.14,36.0,33,1726,420.0,1371,388,2.0335,INLAND,43900
1685,-118.49,34.03,32,3851,900.0,1456,836,4.5208,<1H OCEAN,442100
1686,-117.14,34.07,3,5542,828.0,2506,806,5.5875,INLAND,162000
1687,-122.65,38.11,21,3891,616.0,1968,632,5.5524,<1H OCEAN,279200
1688,-121.02,39.25,52,1549,275.0,604,249,2.2278,INLAND,155400
1689,-122.4,40.58,43,1455,300.0,747,279,2.7857,INLAND,104200
1690,-118.15,33.89,30,4426,995.0,4196,921,3.274,<1H OCEAN,148300
1691,-122.6,38.9,23,292,56.0,92,41,2.9583,INLAND,91700
1692,-117.21,34.51,17,4379,629.0,1720,595,5.086,INLAND,148400
1693,-118.37,33.87,19,757,148.0,361,141,6.02,<1H OCEAN,304200
1694,-118.38,34.05,49,702,431.5,458,187,4.8958,<1H OCEAN,333600
1695,-122.46,37.79,52,899,96.0,304,110,14.2959,NEAR BAY,500001
1696,-116.98,32.75,18,1519,369.0,802,347,2.9886,<1H OCEAN,170800
1697,-116.89,33.86,2,6900,1238.0,1950,980,3.0417,INLAND,146300
1698,-121.72,37.98,5,7105,1143.0,3523,1088,5.0468,INLAND,168800
1699,-118.47,34.0,42,1271,301.0,574,312,3.1304,<1H OCEAN,340500
1700,-122.52,37.88,52,176,50.0,88,46,3.8068,NEAR BAY,275000
1701,-122.16,37.46,32,2663,661.0,1403,733,4.2667,NEAR BAY,410200
1702,-122.0,37.31,33,4211,918.0,2389,861,4.7235,<1H OCEAN,242200
1703,-118.17,33.96,25,3297,1066.0,5027,1041,2.2817,<1H OCEAN,164200
1704,-117.24,34.13,26,3774,716.0,1913,620,3.3534,INLAND,98900
1705,-121.56,38.44,43,1485,270.0,653,251,3.0,INLAND,141700
1706,-122.25,37.83,28,5022,1750.0,2558,1661,2.4234,NEAR BAY,218500
1707,-118.16,34.04,38,1076,286.0,1535,323,2.7026,<1H OCEAN,145000
1708,-120.13,34.63,11,2137,339.0,916,338,5.5221,NEAR OCEAN,394900
1709,-121.89,37.34,20,1106,494.0,851,448,0.8894,<1H OCEAN,350000
1710,-122.43,37.71,52,1410,286.0,879,282,3.1908,NEAR BAY,255600
1711,-117.41,34.0,38,2228,571.0,1697,530,1.9052,INLAND,83400
1712,-118.28,34.09,49,3828,1197.0,2862,1009,2.4677,<1H OCEAN,219200
1713,-122.36,40.68,28,1745,379.0,1011,370,2.0391,INLAND,59800
1714,-118.32,33.9,35,3189,680.0,1882,651,3.6625,<1H OCEAN,188000
1715,-118.21,33.95,35,2134,650.0,2248,587,2.2988,<1H OCEAN,153400
1716,-121.38,38.55,23,2790,430.0,1407,460,4.3288,INLAND,133700
1717,-117.76,33.71,14,4321,582.0,2025,578,8.3634,<1H OCEAN,355100
1718,-119.76,36.75,35,1607,383.0,1407,382,2.19,INLAND,53400
1719,-121.77,36.53,18,2321,358.0,803,341,10.1854,<1H OCEAN,426000
1720,-122.43,37.73,49,1435,322.0,1008,329,4.0,NEAR BAY,264000
1721,-118.38,34.08,25,4625,1307.0,1739,1191,3.3989,<1H OCEAN,485000
1722,-118.31,34.01,48,2544,532.0,1357,498,2.5263,<1H OCEAN,121000
1723,-118.37,33.82,36,2416,394.0,1115,386,6.256,<1H OCEAN,366900
1724,-118.04,34.07,52,177,59.0,269,75,2.3611,<1H OCEAN,131300
1725,-118.07,33.89,32,1819,386.0,1679,360,3.5562,<1H OCEAN,146000
1726,-117.41,33.94,22,4179,1081.0,2096,1013,2.4435,INLAND,118500
1727,-119.77,36.78,36,3616,779.0,1994,786,2.5434,INLAND,67300
1728,-117.09,32.62,34,1576,364.0,1153,381,2.1955,NEAR OCEAN,129700
1729,-118.13,34.07,32,1880,428.0,1404,424,3.085,<1H OCEAN,220500
1730,-117.82,33.64,18,1974,260.0,808,278,9.8589,<1H OCEAN,500001
1731,-122.72,38.58,4,7042,1100.0,2936,1043,5.0555,<1H OCEAN,240800
1732,-117.88,33.82,17,2247,705.0,1382,618,3.8631,<1H OCEAN,225000
1733,-122.12,37.68,40,1553,253.0,724,267,4.38,NEAR BAY,196400
1734,-118.02,33.97,34,1903,293.0,887,306,6.148,<1H OCEAN,313800
1735,-118.38,34.17,33,1588,454.0,739,392,2.8208,<1H OCEAN,238500
1736,-118.08,33.89,41,834,166.0,603,179,3.7321,<1H OCEAN,167500
1737,-118.18,34.2,44,1473,250.0,668,239,8.72,<1H OCEAN,415900
1738,-117.79,33.8,11,10535,1620.0,4409,1622,6.67,<1H OCEAN,283200
1739,-118.19,33.96,40,979,296.0,934,292,2.6354,<1H OCEAN,151800
1740,-121.58,37.02,27,2303,471.0,1447,467,3.2019,INLAND,203600
1741,-117.2,32.79,34,757,212.0,409,222,3.2312,NEAR OCEAN,192200
1742,-121.94,37.24,26,2561,388.0,1165,393,7.3522,<1H OCEAN,363800
1743,-120.19,38.07,43,102,19.0,44,13,0.4999,INLAND,162500
1744,-121.98,37.34,33,3570,776.0,1922,761,4.9562,<1H OCEAN,238700
1745,-121.81,38.0,37,2724,579.0,1400,540,2.905,INLAND,97300
1746,-118.13,34.7,34,1943,500.0,1078,446,1.1296,INLAND,93800
1747,-122.2,37.79,40,1060,256.0,667,235,4.1739,NEAR BAY,169600
1748,-122.61,38.25,18,2915,418.0,1340,421,5.2452,<1H OCEAN,204900
1749,-122.34,40.32,12,3848,689.0,2008,683,2.6352,INLAND,92200
1750,-117.35,33.97,27,3960,886.0,2807,838,3.024,INLAND,122500
1751,-120.82,37.54,20,707,114.0,282,86,6.1324,INLAND,164800
1752,-121.71,38.56,20,8627,1516.0,4071,1466,4.2198,INLAND,164100
1753,-119.65,36.3,28,941,175.0,588,180,2.3466,INLAND,53400
1754,-122.27,37.48,26,3542,507.0,1392,524,8.5184,NEAR OCEAN,500001
1755,-121.43,38.63,43,1009,225.0,604,218,1.6641,INLAND,67000
1756,-119.16,34.95,14,4054,787.0,1581,579,3.0882,INLAND,148200
1757,-118.34,34.0,44,3183,513.0,1183,473,5.0407,<1H OCEAN,314900
1758,-118.52,34.21,36,2394,424.0,1490,427,4.3261,<1H OCEAN,206700
1759,-115.57,32.8,16,2276,594.0,1184,513,1.875,INLAND,93800
1760,-122.05,37.36,29,1733,255.0,679,278,7.5337,<1H OCEAN,406800
1761,-119.88,34.4,25,2741,623.0,2272,624,2.2647,NEAR OCEAN,216700
1762,-120.69,35.64,38,2564,546.0,1301,481,2.0076,<1H OCEAN,114000
1763,-118.16,34.15,17,821,163.0,229,164,7.3715,<1H OCEAN,263000
1764,-117.9,34.08,32,2068,356.0,976,370,5.212,<1H OCEAN,201200
1765,-117.79,33.84,9,10484,1603.0,4005,1419,8.3931,<1H OCEAN,365300
1766,-118.62,34.18,25,3124,468.0,1241,439,6.4044,<1H OCEAN,333100
1767,-118.47,34.05,27,4401,1033.0,1725,962,4.175,<1H OCEAN,500001
1768,-118.39,34.05,47,1621,314.0,724,311,5.7509,<1H OCEAN,474100
1769,-118.34,33.95,25,3762,1281.0,4015,1178,2.1587,<1H OCEAN,143800
1770,-116.52,33.97,13,3921,754.0,1902,665,3.3616,INLAND,89600
1771,-117.1,33.09,5,12045,2162.0,5640,1997,4.4375,<1H OCEAN,353000
1772,-119.81,36.75,52,1827,356.0,855,353,1.7636,INLAND,55100
1773,-120.74,39.9,23,1017,218.0,387,152,2.2656,INLAND,88200
1774,-121.89,37.21,14,5636,697.0,2281,680,8.4262,<1H OCEAN,459200
1775,-121.28,37.91,31,820,179.0,576,155,1.69,INLAND,65900
1776,-119.65,36.34,47,1869,357.0,832,315,3.0846,INLAND,76100
1777,-122.49,37.74,44,1472,275.0,820,310,5.6826,NEAR OCEAN,300000
1778,-121.36,38.66,22,2878,599.0,1362,541,2.7955,INLAND,96500
1779,-124.1,41.04,26,1633,380.0,890,370,1.9741,NEAR OCEAN,97900
1780,-118.04,33.96,37,1948,395.0,1163,379,3.225,<1H OCEAN,154000
1781,-121.0,37.63,49,2051,500.0,1525,467,1.59,INLAND,80900
1782,-120.46,34.65,10,2143,593.0,1167,548,2.0819,NEAR OCEAN,103300
1783,-117.91,34.08,35,1443,266.0,861,262,3.5795,<1H OCEAN,186900
1784,-122.38,37.18,52,1746,315.0,941,220,3.3047,NEAR OCEAN,286100
1785,-118.39,34.02,38,2447,636.0,1312,574,3.5909,<1H OCEAN,279400
1786,-118.16,33.89,6,1655,536.0,1201,487,1.7344,<1H OCEAN,145800
1787,-117.14,34.06,15,3057,510.0,1154,460,3.9741,INLAND,141100
1788,-120.87,37.62,30,455,70.0,220,69,4.8958,INLAND,142500
1789,-121.59,36.55,34,737,140.0,362,138,5.1788,<1H OCEAN,270000
1790,-121.98,37.28,26,1182,309.0,620,306,3.3922,<1H OCEAN,269100
1791,-118.92,35.38,33,3122,579.0,1733,545,3.8307,INLAND,70600
1792,-120.74,39.82,9,1955,398.0,294,122,3.9583,INLAND,126500
1793,-117.73,34.12,26,1279,163.0,412,157,6.1731,INLAND,293800
1794,-120.56,35.13,15,5818,924.0,2324,845,4.4033,<1H OCEAN,267600
1795,-122.03,37.99,37,1755,327.0,882,350,4.59,NEAR BAY,166600
1796,-121.9,39.59,20,1465,278.0,745,250,3.0625,INLAND,93800
1797,-122.36,37.96,39,246,57.0,316,52,0.716,NEAR BAY,104200
1798,-118.33,33.77,33,4244,595.0,1534,557,9.8214,NEAR OCEAN,500001
1799,-117.66,34.08,36,1485,236.0,623,261,3.3036,INLAND,141000
1800,-117.58,34.14,7,11818,1745.0,5499,1600,5.3678,INLAND,231700
1801,-118.01,33.84,35,4166,713.0,2354,709,5.1775,<1H OCEAN,213400
1802,-121.29,38.15,23,4183,633.0,1886,628,4.8787,INLAND,175300
1803,-117.12,32.75,17,2060,633.0,1251,602,1.9886,NEAR OCEAN,119200
1804,-121.82,37.24,20,3671,567.0,1944,589,6.0538,<1H OCEAN,241000
1805,-122.41,37.81,31,3991,1311.0,2305,1201,1.8981,NEAR BAY,500001
1806,-117.86,33.65,4,3618,767.0,1326,714,5.4284,<1H OCEAN,500001
1807,-118.2,34.06,46,321,101.0,401,86,2.1029,<1H OCEAN,109400
1808,-122.24,37.8,52,996,228.0,731,228,2.2697,NEAR BAY,127000
1809,-118.17,34.03,41,2099,530.0,2325,528,2.1979,<1H OCEAN,140800
1810,-122.3,37.53,38,984,171.0,429,157,5.3261,NEAR OCEAN,376800
1811,-119.77,36.73,45,1081,241.0,821,230,1.7829,INLAND,52600
1812,-121.84,37.26,5,1808,340.0,825,339,5.0509,<1H OCEAN,184800
1813,-122.48,38.31,19,2398,521.0,1266,471,2.7727,<1H OCEAN,186800
1814,-117.12,32.75,20,1406,413.0,850,412,2.3261,NEAR OCEAN,114600
1815,-117.27,34.24,34,3687,756.0,941,367,2.875,INLAND,117600
1816,-119.04,35.36,40,1533,312.0,771,306,3.0435,INLAND,69500
1817,-120.45,36.85,20,1519,376.0,1681,370,2.1759,INLAND,58100
1818,-121.96,37.95,7,3418,740.0,1583,676,3.6133,INLAND,196100
1819,-118.28,33.77,47,307,69.0,374,65,2.9063,<1H OCEAN,146900
1820,-118.37,33.95,32,1067,286.0,1053,277,2.8438,<1H OCEAN,181700
1821,-117.8,33.55,35,2067,428.0,724,377,5.8371,<1H OCEAN,500001
1822,-122.23,37.76,52,2269,323.0,805,321,4.7188,NEAR BAY,335300
1823,-121.75,38.55,33,2479,382.0,979,377,4.7308,INLAND,236200
1824,-117.79,33.7,16,6259,1098.0,3785,1114,6.3298,<1H OCEAN,247100
1825,-117.93,33.76,24,3202,703.0,3308,714,4.1577,<1H OCEAN,174100
1826,-118.25,34.15,15,3712,1005.0,1888,890,3.6875,<1H OCEAN,209600
1827,-118.48,33.96,16,895,181.0,237,149,12.0088,<1H OCEAN,500001
1828,-121.91,37.81,7,3477,416.0,1216,395,13.1499,INLAND,500001
1829,-118.48,34.05,36,2143,434.0,751,396,6.7496,<1H OCEAN,500001
1830,-121.83,37.32,21,4559,1163.0,5124,1124,3.2052,<1H OCEAN,179000
1831,-117.86,33.72,31,1194,297.0,1602,306,2.3333,<1H OCEAN,157700
1832,-117.83,33.81,24,3550,895.0,2828,834,2.8403,<1H OCEAN,225600
1833,-122.2,37.79,35,1802,459.0,1009,390,2.3036,NEAR BAY,126000
1834,-122.16,37.47,44,2581,437.0,1006,414,5.397,NEAR BAY,341700
1835,-118.42,34.26,26,1788,521.0,2582,484,2.1062,<1H OCEAN,136400
1836,-118.41,33.88,34,540,107.0,213,104,6.3403,<1H OCEAN,500001
1837,-122.04,36.96,42,538,107.0,200,104,2.1667,NEAR OCEAN,196400
1838,-118.41,34.07,47,2979,626.0,1076,571,3.9904,<1H OCEAN,500001
1839,-121.84,36.6,30,2958,691.0,1616,666,3.4643,<1H OCEAN,191800
1840,-120.98,37.64,39,2617,659.0,2052,642,1.6952,INLAND,65000
1841,-118.45,34.05,23,4099,1287.0,2103,1217,3.7549,<1H OCEAN,275000
1842,-121.82,37.73,47,127,23.0,51,21,4.3472,INLAND,375000
1843,-118.33,34.08,50,2989,832.0,1345,775,3.2426,<1H OCEAN,442900
1844,-122.25,37.79,50,629,188.0,742,196,2.6458,NEAR BAY,125000
1845,-122.09,37.41,8,1480,414.0,856,445,2.8203,NEAR BAY,284100
1846,-121.26,38.65,17,2655,421.0,991,384,4.6484,INLAND,270600
1847,-117.92,33.65,28,1087,423.0,807,425,0.9702,<1H OCEAN,225400
1848,-119.32,37.06,15,3111,651.0,276,107,5.1314,INLAND,179200
1849,-117.3,34.15,38,740,163.0,332,138,2.4107,INLAND,88000
1850,-118.26,33.79,30,1291,230.0,835,215,5.5,<1H OCEAN,181500
1851,-118.99,35.4,43,2225,392.0,890,374,4.0208,INLAND,90400
1852,-117.62,34.11,31,2561,414.0,1204,435,4.4637,INLAND,192800
1853,-119.8,36.77,52,2964,512.0,1114,486,3.8105,INLAND,87600
1854,-121.37,38.68,36,1775,296.0,937,305,3.1786,INLAND,83400
1855,-117.76,34.11,22,4935,954.0,2874,938,3.9825,INLAND,180500
1856,-117.28,34.11,39,1573,418.0,1258,359,1.4896,INLAND,69500
1857,-117.25,32.74,40,2186,549.0,953,515,2.8007,NEAR OCEAN,257100
1858,-117.07,32.72,18,1758,286.0,987,277,4.6875,NEAR OCEAN,141800
1859,-118.54,34.06,21,3755,525.0,1493,526,11.4233,<1H OCEAN,500001
1860,-120.81,38.73,38,2005,385.0,882,353,2.5104,INLAND,120500
1861,-119.01,35.38,44,434,110.0,274,86,1.1944,INLAND,57500
1862,-118.45,34.27,35,1579,300.0,1012,265,5.1296,<1H OCEAN,195900
1863,-121.45,38.61,34,438,116.0,263,100,0.9379,INLAND,67500
1864,-122.33,38.21,33,2017,370.0,949,342,4.625,NEAR BAY,228600
1865,-121.52,38.9,32,1650,313.0,802,284,2.9048,INLAND,98200
1866,-118.51,34.23,36,3324,448.0,1190,423,7.2772,<1H OCEAN,477200
1867,-117.7,33.55,12,2459,390.0,1054,391,7.1736,<1H OCEAN,262100
1868,-117.09,32.99,18,3215,588.0,1618,509,4.6028,<1H OCEAN,216800
1869,-118.48,35.61,17,4002,930.0,1614,731,1.6236,INLAND,67300
1870,-121.92,37.34,35,357,120.0,377,99,3.0139,<1H OCEAN,204200
1871,-118.21,34.03,45,1860,472.0,1893,456,2.6573,<1H OCEAN,141800
1872,-117.73,33.53,3,6388,920.0,2129,819,7.8915,<1H OCEAN,420600
1873,-121.29,38.0,12,4038,1074.0,3440,942,1.9698,INLAND,112300
1874,-121.95,37.28,19,7027,1847.0,3759,1753,3.1509,<1H OCEAN,242900
1875,-122.03,37.37,9,2966,770.0,1430,740,3.0047,<1H OCEAN,256000
1876,-122.43,37.73,52,1494,306.0,1463,360,3.1786,NEAR BAY,222600
1877,-118.55,34.37,21,7010,1063.0,3331,1038,6.776,<1H OCEAN,278100
1878,-118.42,34.26,36,973,221.0,1086,218,3.4519,<1H OCEAN,143300
1879,-122.02,38.0,28,2965,533.0,1591,472,4.6375,NEAR BAY,178200
1880,-122.33,40.52,23,2801,507.0,1318,454,3.5081,INLAND,116700
1881,-119.04,35.31,11,2161,371.0,1267,388,4.1957,INLAND,92700
1882,-121.46,38.56,52,907,180.0,479,177,2.2125,INLAND,104000
1883,-118.33,34.05,45,1707,519.0,1446,466,2.1736,<1H OCEAN,171300
1884,-118.11,33.8,35,1034,180.0,444,177,5.4602,<1H OCEAN,231600
1885,-119.04,35.95,25,1009,246.0,994,222,1.8462,INLAND,55800
1886,-119.26,36.61,33,560,90.0,310,113,2.5417,INLAND,118800
1887,-122.42,37.76,52,4407,1192.0,2280,1076,3.3937,NEAR BAY,270000
1888,-118.29,34.03,29,3544,1384.0,3323,1213,1.0219,<1H OCEAN,258300
1889,-117.87,33.87,16,1332,368.0,1534,295,3.0227,<1H OCEAN,297100
1890,-117.07,32.6,13,1607,435.0,983,400,2.2903,NEAR OCEAN,106300
1891,-118.34,34.08,52,1421,163.0,495,167,10.586,<1H OCEAN,500001
1892,-118.77,34.27,7,3074,794.0,1816,654,2.7137,<1H OCEAN,196400
1893,-117.96,33.79,36,2398,403.0,1261,402,5.2816,<1H OCEAN,221800
1894,-118.15,34.03,42,1481,411.0,1206,394,2.6806,<1H OCEAN,189300
1895,-117.36,33.98,33,2070,469.0,1851,467,2.4667,INLAND,80700
1896,-118.36,33.94,39,1390,410.0,1666,371,3.3056,<1H OCEAN,156800
1897,-118.44,34.19,37,1516,344.0,983,347,5.0,<1H OCEAN,243600
1898,-120.8,35.33,20,2200,393.0,996,365,3.587,NEAR OCEAN,330000
1899,-118.28,33.8,38,1471,329.0,1207,335,4.0,<1H OCEAN,165500
1900,-117.06,33.03,23,2023,309.0,678,340,7.0913,<1H OCEAN,265400
1901,-121.94,37.3,26,4348,814.0,2347,810,4.7275,<1H OCEAN,293000
1902,-121.44,37.73,7,8363,1314.0,3907,1068,5.3321,INLAND,208100
1903,-118.28,33.93,42,1898,460.0,1503,429,2.5179,<1H OCEAN,97400
1904,-122.42,37.75,52,2708,762.0,1460,741,2.9052,NEAR BAY,400000
1905,-119.73,36.76,30,1548,282.0,886,311,3.1,INLAND,71300
1906,-118.32,33.85,42,3146,770.0,1859,740,3.5073,<1H OCEAN,234800
1907,-117.36,33.99,42,1178,261.0,804,283,2.9688,INLAND,92900
1908,-118.14,33.77,52,2208,409.0,791,408,5.8408,NEAR OCEAN,500000
1909,-119.17,34.26,10,3654,541.0,1638,551,6.1885,NEAR OCEAN,267300
1910,-118.32,33.94,37,2740,504.0,1468,479,4.5368,<1H OCEAN,168800
1911,-118.83,34.18,23,5647,786.0,2050,738,6.3586,<1H OCEAN,348300
1912,-117.86,33.74,32,691,151.0,926,148,4.125,<1H OCEAN,175900
1913,-117.71,34.05,20,2281,444.0,1545,481,2.5735,INLAND,130500
1914,-118.1,33.74,31,1310,342.0,563,310,4.6528,NEAR OCEAN,457100
1915,-117.61,33.43,33,1150,383.0,604,317,2.3545,NEAR OCEAN,187500
1916,-120.67,36.72,18,819,198.0,996,198,2.5,INLAND,112500
1917,-122.1,37.39,36,1860,367.0,794,366,5.0871,NEAR BAY,354500
1918,-118.08,34.13,28,4465,985.0,2273,949,3.5671,INLAND,228500
1919,-118.31,33.96,47,2005,392.0,1134,415,3.7143,<1H OCEAN,140300
1920,-117.77,33.71,4,1646,321.0,859,300,5.5631,<1H OCEAN,227800
1921,-121.27,38.11,11,3163,794.0,2106,762,2.4482,INLAND,103000
1922,-118.08,33.97,36,1620,298.0,1258,309,3.9773,<1H OCEAN,166700
1923,-118.21,33.98,37,788,215.0,883,221,2.6818,<1H OCEAN,164600
1924,-118.29,34.16,35,1257,318.0,764,319,3.2083,<1H OCEAN,238000
1925,-120.95,37.65,37,136,20.0,72,22,2.2279,INLAND,225000
1926,-116.93,33.06,16,3490,545.0,1628,535,4.8836,<1H OCEAN,239900
1927,-122.22,38.1,38,931,181.0,566,207,3.0221,NEAR BAY,93300
1928,-119.7,36.81,32,2623,528.0,1570,492,2.7159,INLAND,68000
1929,-118.09,34.07,45,726,146.0,568,160,3.0347,<1H OCEAN,183200
1930,-119.3,36.34,27,1515,358.0,1178,309,1.4432,INLAND,48100
1931,-117.3,34.54,25,2546,488.0,1338,487,3.2596,INLAND,85400
1932,-122.44,37.73,52,866,205.0,587,171,5.0224,NEAR BAY,261900
1933,-121.58,39.16,33,1897,378.0,888,385,2.1111,INLAND,68700
1934,-118.26,34.08,52,984,276.0,994,260,2.3816,<1H OCEAN,166700
1935,-122.25,37.77,52,2650,566.0,1468,567,3.0161,NEAR BAY,215700
1936,-118.22,34.06,52,48,6.0,41,10,10.2264,<1H OCEAN,112500
1937,-121.15,38.89,20,2024,313.0,879,309,5.2903,INLAND,239400
1938,-116.92,32.76,7,1659,237.0,862,242,5.2741,<1H OCEAN,249400
